Fx                     ,Fy  ,Fz                    ,Tx  ,Ty  ,Tz  ,x                       ,y                       ,z                       ,roll                  ,pitch                  ,yaw
0.0                    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,5.430916993940698e-06   ,-4.181911038124597e-06  ,-3.548780044043319e-05  ,-0.1213345850231145   ,-0.03660882897267598   ,-0.027462180312217352
0.0                    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,6.7375805838807746e-06  ,-5.949803871255776e-06  ,-3.890179005172369e-05  ,-0.1373341686823671   ,-0.0536275696705555    ,-0.028068276718336935
0.0                    ,0.0 ,0.0009810000000000727 ,0.0 ,0.0 ,0.0 ,6.294469322875349e-06   ,-2.9279142974153033e-06 ,-4.5007070007797666e-05 ,-0.16335169088001575  ,-0.0258731730469162    ,-0.05215296742597024
0.0                    ,0.0 ,0.0009810000000001003 ,0.0 ,0.0 ,0.0 ,3.555862871207702e-05   ,1.5050522758114347e-06  ,0.0004173129313665258   ,0.007689717750595367  ,0.0002639460778977567  ,-0.11109287126790718
0.0                    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,2.281484098650264e-05   ,2.3103812796850906e-07  ,0.0002237536679088725   ,-0.04191800613628234  ,-0.03404338556526604   ,-0.07743648339033157
0.0                    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,1.262812042858117e-05   ,5.783891660535951e-07   ,8.312180042578675e-05   ,-0.017388983184851728 ,-0.0018800129597203196 ,-0.08743735455748952
-0.0009810000000000708 ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,-5.800478144432265e-05  ,-8.398566859741375e-06  ,-0.0002086186950516299  ,-0.07898761863366108  ,-0.033441595974093255  ,-0.0787526545388038
-0.000980999999999937  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,-0.0001225203741605843  ,-1.1398754053667161e-05 ,-0.00033324022232386564 ,0.0877082573269999    ,-0.015422479310663316  ,-0.09789047782094007
0.0009810000000000673  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,9.581108821299177e-05   ,1.3585474349346779e-06  ,0.00015624127469531632  ,-0.33648914585171835  ,-0.0941759605069284    ,-0.0328019226301934
0.0009809999999999444  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.00014082289257367537  ,3.4165994303623047e-06  ,0.0002765840912342696   ,-0.3923679760556339   ,-0.09973182314567335   ,-0.03575258121242705
0.0                    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,4.312903222289686e-05   ,-3.2632733811592156e-06 ,8.126936530544458e-05   ,-0.12252169876504333  ,0.015262998971301761   ,-0.04017261230503658
0.0                    ,0.0 ,0.001962000000000184  ,0.0 ,0.0 ,0.0 ,4.965407065782467e-05   ,9.701428856801243e-07   ,0.0005922056259366349   ,-0.06134867946176713  ,-0.032913827596231716  ,-0.09068079274226315
0.0                    ,0.0 ,0.001961999999999869  ,0.0 ,0.0 ,0.0 ,6.324157382210129e-05   ,6.445196792876004e-06   ,0.0008541237278116041   ,-0.09612655047132185  ,0.023848592436799886   ,-0.06769322123500332
0.001962000000000144   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.0002006151065056092   ,1.6352684182648716e-05  ,0.000504783994911336    ,-0.449862847564931    ,-0.04256672982764849   ,-0.006982445290576891
-0.0019620000000002682 ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,1.2072083271533717e-05  ,-7.280367017884724e-06  ,4.355563386096381e-05   ,-0.02170167222287011  ,0.016319531068268108   ,-0.07064052994862967
0.0                    ,0.0 ,0.004905000000000588  ,0.0 ,0.0 ,0.0 ,5.125183147397829e-05   ,6.213253352692313e-06   ,0.0007703232328495366   ,-0.08368632404738888  ,-0.0714026914863481    ,-0.07470983572760509
0.004905000000000543   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.0003742667696894798   ,1.6004564304535508e-05  ,0.0009570812299521612   ,-0.7511577612447122   ,-0.1822192313398187    ,0.016806474921826197
-0.004905000000000466  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,-0.000222454562630923   ,-2.878582014022263e-05  ,-0.0003803623187431465  ,0.6691251520108149    ,0.1707305965368235     ,-0.15190291290833025
0.0                    ,0.0 ,0.009810000000001333  ,0.0 ,0.0 ,0.0 ,-0.0002980423945027019  ,-0.00010384589594881425 ,-0.0004093774052380933  ,0.6874799560191698    ,-0.06308174880341813   ,-0.18052783696862806
0.009810000000001094   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.0007653316829050607   ,5.967635306703892e-05   ,0.0021849741593636613   ,-1.6402261800351805   ,-0.40639235063513796   ,0.1661783727886485
0.009810000000001155   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.0008742942808120723   ,7.683793957701378e-05   ,0.0018083900414053605   ,-2.0463209565767007   ,-0.433585402243652     ,0.23909655607561614
-0.009810000000001073  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,-1.3157019459880003e-05 ,-6.698065303381865e-06  ,-3.2534047889283164e-06 ,0.06993797258824332   ,0.03499182124580535    ,-0.08156140461838896
0.0                    ,0.0 ,0.014714999999998105  ,0.0 ,0.0 ,0.0 ,-2.246063956475764e-05  ,4.3479841359822654e-06  ,0.0003805490945220019   ,0.09257257167903901   ,0.05344314601041143    ,-0.06886648813283276
-0.014715000000000283  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,-5.984488503020856e-05  ,9.995902307491985e-06   ,0.0010496711574369123   ,0.25875930907053973   ,0.059081002328341924   ,-0.12794875873559783
0.01471500000000047    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.0012084380892122854   ,5.933014423569437e-05   ,0.0025504966948515953   ,-2.6331688618021913   ,-0.6822489609402842    ,0.2530993230413522
0.0                    ,0.0 ,0.019620000000002663  ,0.0 ,0.0 ,0.0 ,0.0003777278877506476   ,1.5835006342050993e-05  ,0.0009512744624274227   ,-0.8597223539190583   ,-0.21754039375957165   ,0.03128666299878496
0.019620000000002663   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.001265068365410272    ,9.392769100071491e-05   ,0.003999630317775809    ,-2.5588824803749532   ,-0.6335010978752968    ,0.1839316530107556
-0.019620000000001987  ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,0.001034175062350057    ,6.429893060889492e-05   ,0.0026230190504003487   ,-2.0295030376770202   ,-0.4775512873037972    ,0.144124719932121
0.0                    ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,-5.542514031217154e-05  ,1.5540962679085008e-06  ,0.00023473656587220097  ,0.18895702308303208   ,0.06724568930553426    ,-0.09197107701976247
0.0,0.0,0.0,0.0,0.0,0.0,-5.168817168822601e-06,-2.164675425099339e-07,8.015029010137339e-06,-0.038413296771984226,0.04352958923828219,0.043969938375295524
0.0,0.0,0.0009810000000000751,0.0,2.060100000000145e-05,0.0,9.335624463697576e-05,7.311503552905416e-06,0.0009783336666077938,0.07304706466214993,-0.002038856946817049,0.018178704147043596
0.0,0.0,0.004905000000000666,0.0,0.00010300500000001664,0.0,0.00016903708726606991,-0.0001374107252296137,-0.0005964940448536304,-0.29432461744351873,-0.5325161724176324,0.013824612244835752
0.0,0.0,0.009810000000001332,0.0,0.00020601000000003344,0.0,-0.00013857658262879608,-0.0007382647584714993,-0.0001558516646152273,2.172409359478883,-2.6596987058550035,-1.0820728421935168
0.0,0.0,0.01962000000000266,0.0,0.0004120200000000661,0.0,7.718123279447863e-05,-0.00014087268919209375,0.0004116391302846356,-0.029394690154933616,-0.3855186178099916,-0.08160619126268319
0.0,0.0,0.0,0.0,0.0,0.0,0.0001976366760430453,-1.6088144994138955e-05,0.0019014556496826877,-0.09840309932247059,-0.12378635445420216,-0.0579853127984565
0.0,0.0,0.0009810000000000701,2.0601000000001516e-05,0.0,0.0,0.000631981790804415,9.450036710088698e-05,0.005892792074267509,-0.5464029800300025,-0.11485451591517931,-0.05724716203073675
0.0,0.0,0.004905000000000666,0.00010300500000001664,0.0,0.0,-2.7004630841773758e-05,-4.850086371451967e-05,8.666276514537495e-05,0.11991180056826081,-0.05863636572246369,-0.007183068249821555
0.0,0.0,0.009810000000001335,0.00020601000000003395,0.0,0.0,2.6891379629215325e-05,-5.380924045025353e-05,0.0007130121104228031,0.24542144808542057,-0.07468740931204904,-0.01021352101406662
0.0,0.0,0.019620000000002667,0.0004120200000000675,0.0,0.0,0.00010291112674087549,-0.00010182977158200528,0.0017823637189480538,0.16167159674559273,-0.2908499471112867,-0.07590397739163604
0.0,0.0,0.0,0.0,0.0,0.0,3.0349378275461495e-05,-9.679161212419194e-05,0.000952990944085088,0.18711591884867737,-0.23571534739149888,-0.021154172398737094
0.0,0.0,0.0009810000000000712,-1.9619999999998443e-05,0.0,0.0,-1.2909504941803455e-05,-2.419490960147318e-05,0.00034094350232333047,0.30899475176818153,0.023692170978015823,0.05185279903816385
0.0,0.0,0.004905000000000628,-0.00010300500000000991,0.0,0.0,7.929705113284047e-05,8.942084121401142e-05,0.0018246415888251676,0.2807113588276937,0.200252293949908,0.09803921357380352
0.0,0.0,0.009810000000001264,-0.00020601000000002137,0.0,0.0,0.00015922044159076966,0.0001842743539653965,0.0032204576612150176,0.25768109567041714,0.38502752940494617,0.12486616085871455
0.0,0.0,0.019620000000002556,-0.0004120200000000479,0.0,0.0,0.00035999579461103674,0.00042591275549285016,0.006792753566222837,0.3687318973565727,0.8358424378080608,0.21067877446880673
0.0,0.0,0.0,0.0,0.0,0.0,0.0003604742564076863,0.0004137861199443296,0.005977871028897082,0.3225227225584901,0.8944266622287171,0.23616247307496668
